Unnamed: 0,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings.Source,Ratings.Value,Metascore,imdbRating,imdbVotes,imdbID,Type,tomatoMeter,tomatoImage,tomatoRating,tomatoReviews,tomatoFresh,tomatoRotten,tomatoConsensus,tomatoUserMeter,tomatoUserRating,tomatoUserReviews,tomatoURL,DVD,BoxOffice,Production,Website,Response
214,The Usual Suspects,1979,G,31 Aug 1949,81 min,"Action, Adventure, Sci-Fi",Danny Boyle,Edgar Wright,"Woody Allen, Diane Keaton, Tony Roberts, Carol Kane","With the help of a German bounty hunter , a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.","English, Spanish","USA, Canada",Won 4 Oscars. Another 16 wins & 14 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BNzk2M2Y3MzYtNGMzMi00Y2FjLTkwODQtNmExYWU3ZWY3NzExXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,Internet Movie Database,8.1/10,90,8.0,"874,371",ID-11,movie,,,,,,,,,,,http://www.rottentomatoes.com/m/lock_stock_and_two_smoking_barrels/,16 Aug 2005,,Miramax Films,,True
127,Brief Encounter,2014,UNRATED,19 Oct 1939,136 min,"Crime, Drama, Thriller",Joss Whedon,Alan Ball,"Leonardo DiCaprio, Joseph Gordon-Levitt, Ellen Page, Tom Hardy",A distant poor relative of the Duke of D'Ascoyne plots to inherit the title by murdering the eight other heirs who stand ahead of him in the line of succession.,"English, Spanish",USA,Nominated for 2 Oscars. Another 55 wins & 55 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BNjUyMTc4MDExMV5BMl5BanBnXkFtZTgwNDg0NDIwMjE@._V1_SX300.jpg,Internet Movie Database,8.1/10,,8.2,"67,315",ID-12,movie,,,,,,,,,,,http://www.rottentomatoes.com/m/out_of_the_past/,20 Mar 2001,,Paramount Pictures,http://www.disney.com/ToyStory,True
67,Casablanca,1936,UNRATED,27 Nov 1976,116 min,"Animation, Adventure, Drama",Christopher Nolan,"Stephen King (novel), Raynold Gideon (screenplay), Bruce A. Evans (screenplay)","Martin Balsam, John Fiedler, Lee J. Cobb, E.G. Marshall","In Miami in 1980, a determined Cuban immigrant takes over a drug cartel and succumbs to greed.",English,"France, USA",Won 2 Oscars. Another 14 wins & 15 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BNDg1YTFlMDgtNzNhNy00ODhlLWFhMTAtOTE5MjhjNzI0NDljXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,Internet Movie Database,8.2/10,,8.3,"272,059",ID-13,movie,,,,,,,,,,,http://www.rottentomatoes.com/m/princess_bride/,04 Sep 2001,"$34,126,138",Warner Bros.,http://https://www.facebook.com/SavingPrivateRyanMovie,True
87,The Treasure of the Sierra Madre,1988,R,14 Oct 1994,170 min,"Drama, Mystery",Billy Bob Thornton,"Irene Mecchi (screenplay), Jonathan Roberts (screenplay), Linda Woolverton (screenplay), Burny Mattinson (story), Barry Johnson (story), Lorna Cook (story), Thom Enriquez (story), Andy Gaskill (story), Gary Trousdale (story), Jim Capobianco (story), Kevin Harkey (story), Jorgen Klubien (story), Chris Sanders (story), Tom Sito (story), Larry Leker (story), Joe Ranft (story), Rick Maki (story), Ed Gombert (story), Francis Glebas (story), Mark Kausler (story), J.T. Allen (additional story material), George Scribner (additional story material), Miguel Tejada-Flores (additional story material), Jenny Tripp (additional story material), Bob Tzudiker (additional story material), Christopher Vogler (additional story material), Kirk Wise (additional story material), Noni White (additional story material), Brenda Chapman (story supervisor)","Rowan Atkinson, Matthew Broderick, Niketa Calame, Jim Cummings","The early life and career of Vito Corleone in 1920s New York is portrayed while his son, Michael, expands and tightens his grip on the family crime syndicate.","English, German, Russian",USA,Won 11 Oscars. Another 197 wins & 122 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjA2NzYzMjE3MF5BMl5BanBnXkFtZTgwNDExMDY0MzE@._V1_SX300.jpg,Internet Movie Database,8.0/10,89,8.2,"490,387",ID-14,movie,,,,,,,,,,,http://www.rottentomatoes.com/m/inside_out_2015/,12 Jul 2005,,Buena Vista,http://www.dogville.dk/,True
191,The Thing,2002,APPROVED,18 Dec 2002,170 min,"Drama, Sport","Sam Wood, Edmund Goulding",David S. Ward,"John Wayne, James Stewart, Vera Miles, Lee Marvin",A veteran British barrister must defend his client in a murder trial that has surprise after surprise.,"English, Cantonese",USA,Won 1 Golden Globe. Another 21 wins & 8 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BZDRjNGViMjQtOThlMi00MTA3LThkYzQtNzJkYjBkMGE0YzE1XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_SX300.jpg,Internet Movie Database,8.3/10,80,8.0,"1,458,676",ID-15,movie,,,,,,,,,,,http://www.rottentomatoes.com/m/star_wars_episode_vii_the_force_awakens/,15 May 2001,,Buena Vista Distribution Compa,http://www.Nightmare3DMovie.com/,True
119,The Killing,1970,PG-13,06 Sep 1946,92 min,"Comedy, Music, Musical",Stanley Kubrick,"George Miller, Brendan McCarthy, Nick Lathouris","Guy Pearce, Carrie-Anne Moss, Joe Pantoliano, Mark Boone Junior","In Casablanca in December 1941, a cynical American expatriate encounters a former lover, with unforeseen complications.",English,USA,Won 3 Oscars. Another 7 wins & 15 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BNGUyYTZmOWItMDJhMi00N2IxLWIyNDMtNjUxM2ZiYmU5YWU1XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,Internet Movie Database,8.7/10,81,8.2,"301,614",ID-16,movie,,,,,,,,,,,http://www.rottentomatoes.com/m/gone_girl/,17 Jun 2014,,Gramercy Pictures,http://www.thegodfather.com/,True
148,Cool Hand Luke,1946,PG-13,18 Dec 2002,123 min,"Action, Adventure, Sci-Fi",Frank Darabont,Ben Hecht,"Jeff Bridges, John Goodman, Julianne Moore, Steve Buscemi",English teacher John Keating inspires his students to look at poetry with a different perspective of authentic knowledge and feelings.,English,"USA, France",Nominated for 4 Oscars. Another 21 wins & 15 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BZWIxNzM5YzQtY2FmMS00Yjc3LWI1ZjUtNGVjMjMzZTIxZTIxXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,Internet Movie Database,8.3/10,,8.2,"967,878",ID-17,movie,,,,,,,,,,,http://www.rottentomatoes.com/m/to_kill_a_mockingbird/,22 May 2001,,Warner Bros. Pictures,http://starwars.com/,True
13,Annie Hall,1964,R,26 Oct 2001,129 min,"Animation, Adventure, Comedy",Wim Wenders,"Joel Coen (screenplay), Ethan Coen (screenplay), Cormac McCarthy (novel)","Jodie Foster, Lawrence A. Bonney, Kasi Lemmons, Lawrence T. Wrentz","The story of T.E. Lawrence, the English officer who successfully united and led the diverse, often warring, Arab tribes during World War I in order to fight the Turks.","English, Spanish, German",France,Won 3 Oscars. Another 82 wins & 177 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BOTU4ODdjNDYtZjk0Zi00ZDBmLTllODEtMzQ5NmYzZGEzNjVlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,Internet Movie Database,8.2/10,91,8.7,"68,366",ID-18,movie,,,,,,,,,,,http://www.rottentomatoes.com/m/what-ever-happened-to-baby-jane/,30 Sep 2003,"$23,844,220",Paramount Pictures,http://www.fjtlesoiseaux.fr/cinema.html,True
148,The Straight Story,1982,PG-13,18 Nov 1983,123 min,"Drama, Mystery, Thriller",Darren Aronofsky,"James Cameron, Gale Anne Hurd, William Wisher Jr. (additional dialogue)","Melinda Dillon, Darren McGavin, Peter Billingsley, Scott Schwartz","A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feeds his urge for violent action, while attempting to save a preadolescent prostitute in the process.",English,USA,Nominated for 1 Oscar. Another 9 wins & 29 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BMDY0NmI4ZjctN2VhZS00YzExLTkyZGItMTJhOTU5NTg4MDU4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,Internet Movie Database,8.4/10,68,8.1,"555,173",ID-19,movie,,,,,,,,,,,http://www.rottentomatoes.com/m/the_dark_knight_rises/,21 Aug 2007,,Columbia Pictures,,True
1,The Pianist,1935,UNRATED,02 Sep 1992,146 min,"Adventure, Comedy, Sci-Fi",Giuseppe Tornatore,"Danny Rubin (screenplay), Harold Ramis (screenplay), Danny Rubin (story)","Al Pacino, Steven Bauer, Michelle Pfeiffer, Mary Elizabeth Mastrantonio",A former prisoner of war is brainwashed as an unwitting assassin for an international Communist conspiracy.,"English, Arabic",USA,Won 1 Oscar. Another 9 wins & 12 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BN2YxZDUxYzMtYzQxNy00NTRjLThmZjQtY2Q4Njg2MTUyOTkzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,Internet Movie Database,8.3/10,65,8.9,"318,781",ID-20,movie,,,,,,,,,,,http://www.rottentomatoes.com/m/barry_lyndon/,10 Nov 1998,,Orion Pictures Corporation,http://www.grandbudapesthotel.com/,True
108,To Kill a Mockingbird,2004,NOT RATED,24 May 1989,107 min,"Animation, Adventure, Comedy",Michael Cimino,"Richard Linklater, Kim Krizan","Humphrey Bogart, Lauren Bacall, John Ridgely, Martha Vickers","An emotionally self-destructive boxer's journey through life, as the violence and temper that leads him to the top in the ring destroys his life outside it.",English,USA,1 win.,https://images-na.ssl-images-amazon.com/images/M/MV5BM2EzZmFmMmItODY3Zi00NjdjLWE0MTYtZWQ3MGIyM2M4YjZhXkEyXkFqcGdeQXVyMzg2MzE2OTE@._V1_SX300.jpg,Internet Movie Database,8.1/10,85,8.3,"107,872",ID-21,movie,,,,,,,,,,,http://www.rottentomatoes.com/m/shawshank_redemption/,10 Nov 2009,"$148,055,047",Twentieth Century Fox Home Entertainment,http://movies.disney.com/zootopia,True
214,The Gold Rush,1993,PG,25 Feb 1994,164 min,"Crime, Drama",Rob Reiner,"Andrew Stanton (original story by), Pete Docter (original story by), Andrew Stanton (screenplay), Jim Reardon (screenplay)","Dustin Hoffman, Tom Cruise, Valeria Golino, Gerald R. Molen","The early life and career of Vito Corleone in 1920s New York is portrayed while his son, Michael, expands and tightens his grip on the family crime syndicate.","English, American Sign Language","Netherlands, Denmark, UK, France, Finland, Sweden, Germany, Italy, Norway",Won 1 Oscar. Another 9 wins & 12 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BOWMyNjE0MzEtMzVjNy00NjIxLTg0ZjMtMWJhNGI1YmVjYTczL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,Internet Movie Database,8.0/10,66,8.0,"909,341",ID-22,movie,,,,,,,,,,,http://www.rottentomatoes.com/m/gone_girl/,21 Feb 2017,,Warner Bros. Pictures,http://www.wall-e.com/,True
229,Room,1970,R,06 Sep 1946,143 min,"Comedy, Crime, Drama",Stanley Kubrick,"Sidney Carroll (screenplay), Robert Rossen (screenplay), Walter Tevis (based on the novel by)","Mark Hamill, Harrison Ford, Carrie Fisher, Billy Dee Williams",A silent film production company and cast make a difficult transition to sound.,"English, Vietnamese",USA,Won 1 Oscar. Another 90 wins & 90 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTkxMTA5OTAzMl5BMl5BanBnXkFtZTgwNjA5MDc3NjE@._V1_SX300.jpg,Internet Movie Database,8.3/10,79,8.0,"721,998",ID-23,movie,,,,,,,,,,,http://www.rottentomatoes.com/m/on_the_waterfront/,17 Jun 2014,,Dream Works,http://rockythemovie.com/,True
172,The General,2004,R,07 Jan 2000,108 min,"Animation, Drama, Fantasy",Michael Curtiz,"Pete Docter (original story by), Ronnie Del Carmen (original story by), Pete Docter (screenplay), Meg LeFauve (screenplay), Josh Cooley (screenplay), Michael Arndt (additional story material by), Bill Hader (additional dialogue by), Amy Poehler (additional dialogue by), Simon Rich (additional story material by)","Natalie Portman, Hugo Weaving, Stephen Rea, Stephen Fry","The lives of guards on Death Row are affected by one of their charges: a black man accused of child murder and rape, yet who has a mysterious gift.","English, Italian","UK, USA",Nominated for 1 Oscar. Another 37 wins & 79 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BODU4MjU4NjIwNl5BMl5BanBnXkFtZTgwMDU2MjEyMDE@._V1_SX300.jpg,Internet Movie Database,8.3/10,53,8.1,"316,354",ID-24,movie,,,,,,,,,,,http://www.rottentomatoes.com/m/full_metal_jacket/,28 Apr 1998,"$341,264,012",Gramercy Pictures,,True
238,Rope,1976,APPROVED,12 Jul 1973,136 min,"Action, Thriller",Stanley Kubrick,Damien Chazelle,"Al Pacino, Robert Duvall, Diane Keaton, Robert De Niro",A team of explorers travel through a wormhole in space in an attempt to ensure humanity's survival.,"English, French, Vietnamese",USA,Nominated for 2 Golden Globes. Another 23 wins & 63 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BYWY5ZjhjNGYtZmI2Ny00ODM0LWFkNzgtZmI1YzA2N2MxMzA0XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,Internet Movie Database,9.0/10,87,8.0,"408,671",ID-25,movie,,,,,,,,,,,http://www.rottentomatoes.com/m/fargo/,15 Mar 2005,,Hollywood/Buena Vista,http://movies.go.com/moviesdynamic/movies/movie?id=505420,True
160,Catch Me If You Can,1997,PG-13,21 Sep 1990,95 min,"Crime, Drama, Mystery",Sergio Leone,"Agatha Christie (in Agatha Christie's international stage success), Billy Wilder (screen play), Harry Kurnitz (screen play), Lawrence B. Marcus (adaptation)","Humphrey Bogart, Lauren Bacall, John Ridgely, Martha Vickers",An angel is sent from Heaven to help a desperately frustrated businessman by showing him what life would have been like if he had never existed.,"English, Irish, Scottish Gaelic",USA,Nominated for 1 Oscar. Another 2 wins & 1 nomination.,https://images-na.ssl-images-amazon.com/images/M/MV5BNzk2M2Y3MzYtNGMzMi00Y2FjLTkwODQtNmExYWU3ZWY3NzExXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_SX300.jpg,Internet Movie Database,8.3/10,77,8.1,"175,529",ID-26,movie,,,,,,,,,,,http://www.rottentomatoes.com/m/what-ever-happened-to-baby-jane/,08 Feb 2000,,Warner Bros.,http://www.rushmovie.com/,True
30,Butch Cassidy and the Sundance Kid,1953,PG,27 Jan 1995,135 min,"Biography, Drama, War",Jon Watts,"Danny Rubin (screenplay), Harold Ramis (screenplay), Danny Rubin (story)","Clark Gable, Claudette Colbert, Walter Connolly, Roscoe Karns",A college professor's bond with the abandoned dog he takes into his home.,"English, French",USA,Won 1 Oscar. Another 4 wins & 11 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BZWIxNzM5YzQtY2FmMS00Yjc3LWI1ZjUtNGVjMjMzZTIxZTIxXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,Internet Movie Database,8.6/10,92,8.6,"441,642",ID-27,movie,,,,,,,,,,,http://www.rottentomatoes.com/m/1059489-wild_bunch/,26 Mar 1997,"$292,568,851",Walt Disney Pictures,http://www.FathomEvents.com,True
237,Toy Story,2005,R,20 Jul 1988,120 min,"Drama, Family",Michael Curtiz,"Ethan Coen, Joel Coen","Robert De Niro, Ray Liotta, Joe Pesci, Lorraine Bracco","After refusing to attack an enemy position, a general accuses the soldiers of cowardice and their commanding officer must defend them.",English,"UK, India, USA",Won 5 Oscars. Another 17 wins & 26 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BOTI0MzcxMTYtZDVkMy00NjY1LTgyMTYtZmUxN2M3NmQ2NWJhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Internet Movie Database,8.1/10,62,8.0,"73,848",ID-28,movie,,,,,,,,,,,http://www.rottentomatoes.com/m/stalag_17/,06 Feb 2001,,Warner Bros.,,True
82,Before Sunset,2017,PG,25 Dec 2013,96 min,"Action, Sci-Fi","Danny Boyle, Loveleen Tandan",Christopher McQuarrie,"Virginia Cherrill, Florence Lee, Harry Myers, Al Ernest Garcia","Seventy-eight year old Carl Fredricksen travels to Paradise Falls in his home equipped with balloons, inadvertently taking a young stowaway.",English,USA,Nominated for 3 Oscars. Another 16 wins & 8 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BODU4MjU4NjIwNl5BMl5BanBnXkFtZTgwMDU2MjEyMDE@._V1_SX300.jpg,Internet Movie Database,8.2/10,,8.3,"685,825",ID-29,movie,,,,,,,,,,,http://www.rottentomatoes.com/m/man_who_shot_liberty_valance/,22 May 2001,,Paramount Studios,,True
1,The Nightmare Before Christmas,1927,PG,04 Feb 1994,118 min,"Adventure, Drama, Western",Ron Howard,"Stanley Kubrick (written for the screen by), William Makepeace Thackeray (novel)","Spencer Tracy, Burt Lancaster, Richard Widmark, Marlene Dietrich","A film that explores the dark and miserable town, Basin City, and tells the story of three different people, all caught up in violent corruption.","English, Arabic","Ireland, UK, USA",Nominated for 3 Oscars. Another 23 wins & 18 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BMzAwNjU1OTktYjY3Mi00NDY5LWFlZWUtZjhjNGE0OTkwZDkwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Internet Movie Database,8.6/10,89,9.2,"46,446",ID-30,movie,,,,,,,,,,,http://www.rottentomatoes.com/m/message/,11 Dec 2001,,Paramount Home Video,http://disney.go.com/disneyvideos/animatedfilms/findingnemo/index2.html,True
72,Before Sunset,1993,NOT RATED,15 Aug 1979,115 min,"Adventure, Sci-Fi",Sean Penn,"William Peter Blatty (written for the screen by), William Peter Blatty (novel)","Pat Healy, Genevieve Zweig, Mark Flanagan, Neil Flynn",A jazz pianist falls for an aspiring actress in Los Angeles.,"English, German",USA,9 wins & 15 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BODllZjg2YjUtNWEzNy00ZGY2LTgyZmQtYTkxNDYyOWM3OTUyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Internet Movie Database,8.0/10,66,8.3,"535,118",ID-31,movie,,,,,,,,,,,http://www.rottentomatoes.com/m/the-gold-rush/,30 Sep 2003,,Paramount Studios,,True
61,The Shawshank Redemption,1976,PG-13,05 Jan 1996,123 min,"Comedy, Fantasy, Romance",Stanley Kramer,"Stefan Zweig (inspired by the writings of), Wes Anderson (screenplay), Wes Anderson (story), Hugo Guinness (story)","Timothy Bottoms, Jeff Bridges, Cybill Shepherd, Ben Johnson",A confined but troubled rock star descends into madness in the midst of his physical and social isolation from everyone.,English,USA,Won 8 Oscars. Another 10 wins & 9 nominations.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTE2MDM4MTMtZmNkZC00Y2QyLWE0YjUtMTAxZGJmODMxMDM0XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,Internet Movie Database,8.1/10,81,8.4,"65,649",ID-32,movie,,,,,,,,,,,http://www.rottentomatoes.com/m/fight_club/,26 Mar 1997,,United Artists,,True
